OD,OBSID,AOR,Date,Time,ModJD,Target,OBSMODE,Filter,Gain,     Dithering,Repetitions,PA (deg),ApertureRadius ("),     Peak Flux (Jy/pix),Pixel rms (Jy/pix),     Flux (Jy),ApCorrFlux (Jy),     Photometric error (Jy),xFWHM ("),yFWHM (")
299,1342191829,Calibration_RPPhotFPG_1-RPPhotFPG_261B_cPS_blu_SAA-20+30_OD299_ni_HIP80704,2010-03-09,09:32:28,55264.3975463,HIP 80704,Point-source photometry,red,High,true,1,84.9740760521,22,0.0113730929912,0.000149747038951,1.83811749993,2.24915463492,0.00714499462125,11.5495494861,10.0127627297
161,1342186173,Calibration_PVPhotFPG_1-PVPhotFPG_261B_PS_blu_SAA+25+30_HIP80704_OD161_01,2009-10-22,04:27:41,55126.1858912,HIP 80704,Point-source photometry,red,High,true,60,224.402961498,22,0.0108045856042,3.85880497943e-05,1.87530166305,2.29465386597,0.00184118103541,12.0337561787,10.8285880668
161,1342186174,Calibration_PVPhotFPG_1-PVPhotFPG_261B_PS_blu_SAA+25+30_HIP80704_OD161_02,2009-10-22,07:05:48,55126.2956944,HIP 80704,Point-source photometry,red,High,true,60,224.282016546,22,0.0107980656362,3.39503934512e-05,1.88776840514,2.3099084026,0.00161990100304,11.7143027023,10.6801032962
161,1342186175,Calibration_PVPhotFPG_1-PVPhotFPG_261B_PS_blu_SAA+25+30_HIP80704_OD161_03,2009-10-22,09:43:55,55126.4054977,HIP 80704,Point-source photometry,red,High,true,60,224.164586394,22,0.0108751256668,3.6621232523e-05,1.88180394291,2.3026101761,0.00174733678365,12.0309975367,10.7951866115
161,1342186176,Calibration_PVPhotFPG_1-PVPhotFPG_261B_PS_blu_SAA+25+30_HIP80704_OD161_04,2009-10-22,12:22:02,55126.5153009,HIP 80704,Point-source photometry,red,High,true,60,224.048643081,22,0.0108591192097,3.70377779001e-05,1.88162505056,2.3023912801,0.00176721173075,12.0854829806,10.7873029374
274,1342190533,Calibration_RPPhotFPG_1-RPPhotFPG_261A_cPS_blu_SAA-20+30_OD274_ni_HIP80704,2010-02-12,02:29:26,55239.1037731,HIP 80704,Point-source photometry,red,High,true,1,108.121540949,22,0.0109874222889,0.000157404427996,1.86037642023,2.27639106227,0.00751035746199,12.3209831713,10.4002573823
545,1342208526,ObsCal_RP_FPG_PPhot_Blue_cycle26_HIP80704_OD545,2010-11-10,15:06:04,55510.629213,HIP 80704,Point-source photometry,red,High,true,1,203.276564235,22,0.0103817952882,0.000119242578412,1.79215639614,2.19291577662,0.00568951204211,10.9783713418,11.7620489893
546,1342209338,ObsCal_RP_FPG_PPhot_Blue_cycle26_HIP80704_OD546,2010-11-10,19:16:08,55510.8028704,HIP 80704,Point-source photometry,red,High,true,1,203.08274589,22,0.0101842762194,0.000117861528102,1.82054346416,2.22765071908,0.00562361693588,11.8505070981,11.1305043441
858,1342228875,ObsCal_RP_FPG_PPhot_Blue_cycle48_OD858_HIP80704,2011-09-18,20:18:52,55822.8464352,HIP 80704,Point-source photometry,red,High,true,1,258.497298196,22,0.0108350518488,0.000101484260862,1.92820037306,2.3593817078,0.00484219589973,12.7283100313,10.504138186
