OD,OBSID,AOR,Date,Time,ModJD,Target,OBSMODE,Filter,Gain,     Dithering,Repetitions,PA (deg),ApertureRadius ("),     Peak Flux (Jy/pix),Pixel rms (Jy/pix),     Flux (Jy),ApCorrFlux (Jy),     Photometric error (Jy),xFWHM ("),yFWHM (")
858,1342228889,ObsCal_RP_FPG_PPhot_Blue_cycle48_OD858_HIP84071,2011-09-18,23:39:49,55822.9859838,HIP 84071,Point-source photometry,blue,High,true,1,275.95385622,12,0.339033920522,0.000659088666562,26.931312371,33.5619215212,0.0174698560497,8.24514523111,7.39883929485
1028,1342240680,ObsCal_RP_FPG_PPhot_Blue_cycle60_OD1028_HIP84071,2012-03-06,16:30:24,55992.6877778,HIP 84071,Point-source photometry,blue,High,true,1,94.2873866584,12,0.35777883076,0.000606318695626,27.392058622,34.1361055529,0.0160711310484,7.94792534838,7.40651800697
1034,1342241276,ObsCal_RP_FPG_PPhot_Blue_cycle61_OD1034_HIP84071,2012-03-13,04:21:05,55999.1813079,HIP 84071,Point-source photometry,blue,High,true,1,95.3715347884,12,0.366296995592,0.000592658238847,27.7527814126,34.5856399025,0.0157090459063,8.00619653174,7.28683484303
1201,1342250353,ObsCal_RP_FPG_PPhot_Blue_cycle73_OD1201_HIP84071_1,2012-08-27,14:31:56,56166.6055093,HIP 84071,Point-source photometry,blue,High,true,1,272.513127497,12,0.423180842627,0.000765508745163,32.1831392242,40.1067715554,0.0202906350257,8.02787395971,7.1037372304
1201,1342250358,ObsCal_RP_FPG_PPhot_Blue_cycle73_OD1201_HIP84071_2,2012-08-27,15:29:33,56166.6455208,HIP 84071,Point-source photometry,blue,High,true,1,272.519426783,12,0.426004957759,0.000787487227545,32.2694122943,40.2142854399,0.0208731984089,7.97442804454,7.12247381116
