OD,OBSID,AOR,Date,Time,ModJD,Target,OBSMODE,Filter,Gain,     Dithering,Repetitions,PA (deg),ApertureRadius ("),     Peak Flux (Jy/pix),Pixel rms (Jy/pix),     Flux (Jy),ApCorrFlux (Jy),     Photometric error (Jy),xFWHM ("),yFWHM (")
1028,1342240754,Calibration_RPPhotFlux_1-RPPhotFlux_324A_cPS_20Jy_blu_alfTau_0005,2012-03-07,01:28:11,55993.0612384,alpha Tau,Point-source photometry,red,High,true,1,262.534447658,22,0.0137881650755,0.000128497261677,2.2955876746,2.80892361798,0.00613108779955,12.3459809563,10.2852893551
1028,1342240755,Calibration_RPPhotFlux_1-RPPhotFlux_324B_sPS_070_20Jy_blu_alfTau_0005,2012-03-07,01:31:46,55993.0637269,alpha Tau,Scan map,red,High,false,1,262.533390089,22,0.156103011864,0.000626498229229,2.28201285192,2.7923132134,0.0118523830175,11.5106339047,9.89250813319
1028,1342240756,Calibration_RPPhotFlux_1-RPPhotFlux_324B_sPS_110_20Jy_blu_alfTau_0005,2012-03-07,01:37:25,55993.0676505,alpha Tau,Scan map,red,High,false,1,262.533681382,22,0.155284646521,0.0006095653872,2.27204268063,2.78011352705,0.0203379044012,11.4708741985,9.99419079755
1028,1342240757,Calibration_RPPhotFlux_1-RPPhotFlux_324A_cPS_10Jy_grn_alfTau_0005,2012-03-07,01:43:04,55993.0715741,alpha Tau,Point-source photometry,red,High,true,1,262.53530279,22,0.0138930554377,0.000135450103525,2.25987796335,2.76522855356,0.00646283404276,12.3438557355,10.2109964358
1028,1342240758,Calibration_RPPhotFlux_1-RPPhotFlux_324B_sPS_070_10Jy_grn_alfTau_0005,2012-03-07,01:46:39,55993.0740625,alpha Tau,Scan map,red,High,false,1,262.534387549,22,0.154707239812,0.000734447200948,2.26214204027,2.76799892004,0.0112727691706,11.4837275492,9.94975183716
1028,1342240759,Calibration_RPPhotFlux_1-RPPhotFlux_324B_sPS_110_10Jy_grn_alfTau_0005,2012-03-07,01:52:18,55993.0779861,alpha Tau,Scan map,red,High,false,1,262.534514816,22,0.159287339704,0.000650632787433,2.25134009092,2.75478145464,0.0152399369006,11.3561407078,9.93561138479
1034,1342241329,ObsCal_RP_FPG_PPhot_Blue_cycle61_OD1034_HIP21421,2012-03-13,19:00:28,55999.7919907,HIP 21421,Point-source photometry,red,High,true,1,263.176417668,22,0.013720582994,0.000130021459819,2.3319743358,2.8534470109,0.00620381302737,12.4148055378,10.4811806038
1377,1342263914,Calibration_RPPhotFlux_1-RPPhotFlux_324A_cPS_10Jy_grn_alfTau_0006,2013-02-19,08:11:14,56342.3411343,alpha Tau,Point-source photometry,red,High,true,1,261.003026226,22,0.0138299594564,0.00015311848067,2.25627763448,2.76082312444,0.00730585879004,12.393032864,8.64955786065
1377,1342263915,Calibration_RPPhotFlux_1-RPPhotFlux_324B_sPS_070_10Jy_grn_alfTau_0006,2013-02-19,08:14:49,56342.3436227,alpha Tau,Scan map,red,High,false,1,261.003074165,22,0.156686942501,0.00104598475227,2.30806370836,2.82418952409,0.080243335476,11.5165045199,9.92761394994
1377,1342263916,Calibration_RPPhotFlux_1-RPPhotFlux_324B_sPS_110_10Jy_grn_alfTau_0006,2013-02-19,08:20:28,56342.3475463,alpha Tau,Scan map,red,High,false,1,261.003627887,22,0.161414345987,0.000806526265612,2.30406300827,2.81929419332,0.0090808143649,11.3595847491,9.84092031211
1377,1342263917,Calibration_RPPhotFlux_1-RPPhotFlux_324A_cPS_20Jy_blu_alfTau_0006,2013-02-19,08:26:07,56342.3514699,alpha Tau,Point-source photometry,red,High,true,1,261.005193359,22,0.0147622591516,0.000191569995166,2.27620569773,2.78520747192,0.00914052521271,12.3885821271,9.09146395126
1377,1342263918,Calibration_RPPhotFlux_1-RPPhotFlux_324B_sPS_070_20Jy_blu_alfTau_0006,2013-02-19,08:29:42,56342.3539583,alpha Tau,Scan map,red,High,false,1,261.003997657,22,0.155701230644,0.000929173662869,2.2958750132,2.80927521081,0.0769008962097,11.5650731022,9.84991303362
1377,1342263919,Calibration_RPPhotFlux_1-RPPhotFlux_324B_sPS_110_20Jy_blu_alfTau_0006,2013-02-19,08:35:21,56342.3578819,alpha Tau,Scan map,red,High,false,1,261.004762822,22,0.161485427225,0.0011011953473,2.32276479635,2.84217804777,0.0473936666356,11.4182635472,9.84127711146
118,1342183539,Calibration_PVPhotSpatial_1-PVPhotSpatial_314D_StdScan_bluhigh_AlfTau_0001,2009-09-09,05:20:55,55083.2228588,Alf Tau,Scan map,red,High,false,1,82.2808135821,22,0.134147420671,0.00094267667288,2.29316924621,2.80596438419,0.0378781836606,12.7025722751,10.786360527
456,1342202957,Calibration_RPPhotFlux_1-RPPhotFlux_324A_cPS_10Jy_grn_alfTau_0002,2010-08-12,23:05:13,55420.961956,alpha Tau,Point-source photometry,red,High,true,1,79.6758132215,22,0.0139158154312,0.000121135828251,2.30748145013,2.82347706212,0.00577984611488,12.2693073766,10.3501459043
456,1342202958,Calibration_RPPhotFlux_1-RPPhotFlux_324B_sPS_070_10Jy_grn_alfTau_0002,2010-08-12,23:08:48,55420.9644444,alpha Tau,Scan map,red,High,false,1,79.6771314211,22,0.158974659853,0.000685875999653,2.29791585105,2.81177241783,0.0230612286945,11.4031728656,9.95106567079
456,1342202959,Calibration_RPPhotFlux_1-RPPhotFlux_324B_sPS_110_10Jy_grn_alfTau_0002,2010-08-12,23:14:17,55420.9682523,alpha Tau,Scan map,red,High,false,1,79.6774100415,22,0.15962406912,0.000609311199779,2.30268923212,2.81761321537,0.015605160105,11.4266259813,9.94332085377
456,1342202960,Calibration_RPPhotFlux_1-RPPhotFlux_324A_cPS_20Jy_blu_alfTau_0002,2010-08-12,23:19:46,55420.9720602,alpha Tau,Point-source photometry,red,High,true,1,79.67631685,22,0.0137799928029,0.000133419689408,2.33397467126,2.85589465845,0.00636595534624,12.3535162555,10.3789175379
826,1342226741,Calibration_RPPhotFlux_1-RPPhotFlux_324B_sPS_110_20Jy_blu_alfTau_0004,2011-08-18,04:49:21,55791.2009375,alpha Tau,Scan map,red,High,false,1,80.1674369468,22,0.156766038982,0.000707385539398,2.28579880152,2.79694577149,0.013202607565,11.3624420018,9.97088957702
826,1342226742,Calibration_RPPhotFlux_1-RPPhotFlux_324A_cPS_10Jy_grn_alfTau_0004,2011-08-18,04:55:00,55791.2048611,alpha Tau,Point-source photometry,red,High,true,1,80.1676604674,22,0.0136502001092,0.000127262524172,2.30636819611,2.82211486387,0.00607217382774,12.5303220524,10.3675542913
