OD,OBSID,AOR,Date,Time,ModJD,Target,OBSMODE,Filter,Gain,     Dithering,Repetitions,PA (deg),ApertureRadius ("),     Peak Flux (Jy/pix),Pixel rms (Jy/pix),     Flux (Jy),ApCorrFlux (Jy),     Photometric error (Jy),xFWHM ("),yFWHM (")
589,1342211512,ObsCal_RP_FPG_PPhot_Blue_cycle29_HIP111385_1,2010-12-23,14:10:46,55553.5908102,HIP 111385,Point-source photometry,blue,High,true,1,238.792320069,12,0.0348363351646,0.000199098959576,1.59181121448,1.98372223087,0.00527733268664,5.78925366817,5.43054820681
593,1342211785,ObsCal_RP_FPG_PPhot_Blue_cycle29_HIP111385_2,2010-12-27,14:08:04,55557.5889352,HIP 111385,Point-source photometry,blue,High,true,1,236.643765209,12,0.0324693266393,0.000207898573,1.60253243096,1.99708305864,0.00551057593238,6.21320865342,5.75113665096
731,1342220941,ObsCal_RP_FPG_PPhot_Blue_cycle39_OD731_HIP111385,2011-05-15,00:05:23,55696.0037384,HIP 111385,Point-source photometry,blue,High,true,1,79.1308000645,12,0.0314687442138,0.000188591746609,1.42829596835,1.77994880229,0.00499882767309,5.87158124068,5.51258205095
732,1342221175,ObsCal_RP_FPG_PPhot_Blue_cycle39_OD732_HIP111385,2011-05-16,19:09:52,55697.7985185,HIP 111385,Point-source photometry,blue,High,true,1,78.105657292,12,0.0293036911138,0.000230849754151,1.46207247327,1.82204123328,0.00611892174564,6.4015878093,5.54594918077
764,1342222728,ObsCal_RP_FPG_PPhot_Blue_cycle42_OD764_HIP111385,2011-06-17,01:22:02,55729.0569676,HIP 111385,Point-source photometry,blue,High,true,1,62.1743502178,12,0.0300831609224,0.000226985017429,1.34349050593,1.67426385701,0.00601648273004,6.01231576987,5.36161982569
968,1342236584,ObsCal_RP_FPG_PPhot_Blue_cycle56_OD968_HIP111385,2012-01-06,11:01:03,55932.4590625,HIP 111385,Point-source photometry,blue,High,true,1,231.219415492,12,0.0312937938221,0.000178899851055,1.47685287268,1.84046063291,0.00474193352702,6.02064304358,5.76545526845
969,1342236899,ObsCal_RP_FPG_PPhot_Blue_cycle56_OD969_HIP111385,2012-01-07,14:25:55,55933.601331,HIP 111385,Point-source photometry,blue,High,true,1,230.534392626,12,0.0319822503432,0.000188855089884,1.47642341585,1.83992544189,0.00500580787065,5.95940682547,5.49825618794
