OD,OBSID,AOR,Date,Time,ModJD,Target,OBSMODE,Filter,Gain,     Dithering,Repetitions,PA (deg),ApertureRadius ("),     Peak Flux (Jy/pix),Pixel rms (Jy/pix),     Flux (Jy),ApCorrFlux (Jy),     Photometric error (Jy),xFWHM ("),yFWHM (")
299,1342191926,Calibration_RPPhotFPG_1-RPPhotFPG_261B_cPS_blu_SAA-20+30_OD299_ni_HIP13502,2010-03-09,19:04:05,55264.7945023,HIP 13502,Point-source photometry,red,High,true,1,296.810145187,22,0.0201959609462,0.000168333058125,4.00007183595,4.89456202347,0.0080318035222,12.5806831323,11.2035955769
732,1342221182,ObsCal_RP_FPG_PPhot_Blue_cycle39_OD732_HIP13502,2011-05-16,19:53:13,55697.8286227,HIP 13502,Point-source photometry,red,High,true,1,9.85423817033,22,0.0215895178377,0.000299530797129,4.39164797133,5.37370183898,0.014291741255,12.8499288955,11.6283687706
733,1342221301,ObsCal_RP_FPG_PPhot_Blue_cycle39_OD733_HIP13502,2011-05-17,20:27:27,55698.8523958,HIP 13502,Point-source photometry,red,High,true,1,10.8300715638,22,0.0217295019665,0.000325802605552,4.45695338008,5.4536107473,0.0155452680772,12.3401890175,11.8879648488
764,1342222738,ObsCal_RP_FPG_PPhot_Blue_cycle42_OD764_HIP13502,2011-06-17,06:19:20,55729.2634259,HIP 13502,Point-source photometry,red,High,true,1,37.9740450647,22,0.0205214891553,0.000315132047545,4.23123143204,5.17741318884,0.0150361356089,12.794823489,11.7525272213
1005,1342239019,ObsCal_RP_FPG_PPhot_Blue_cycle59_OD1005_HIP13502,2012-02-12,14:24:45,55969.6005208,HIP 13502,Point-source photometry,red,High,true,1,270.007364569,22,0.0174553011878,0.00012096326444,3.45678472252,4.22978584386,0.00577161244621,12.900973241,10.998211808
1005,1342239029,ObsCal_RP_FPG_PPhot_Blue_cycle59_OD1007_HIP13502,2012-02-12,15:26:12,55969.6431944,HIP 13502,Point-source photometry,red,High,true,1,270.050718702,22,0.0177713775851,0.000134671084433,3.36476751008,4.11719187756,0.00642566411099,12.6304172683,10.9697186065
360,1342195991,Calibration_RPPhotFPG_1-RPPhotFPG_261D_cPS_blu_SAA-20+30_HIP13502_0001,2010-05-08,23:13:03,55324.9673958,HIP 13502,Point-source photometry,red,High,true,1,2.49039308563,22,0.0190650633387,0.00027355288595,3.90993243254,4.78426577909,0.013052237376,11.281394959,13.2862279634
360,1342195992,Calibration_RPPhotFPG_1-RPPhotFPG_261E_sPS_070_blu_HIP13502_0001,2010-05-08,23:16:38,55324.9698843,HIP 13502,Scan map,red,High,false,1,2.49208380158,22,0.218687901065,0.00162465280625,4.03808558846,4.94107635547,0.164463496072,11.9150409006,11.6395946608
360,1342195993,Calibration_RPPhotFPG_1-RPPhotFPG_261E_sPS_110_blu_HIP13502_0001,2010-05-08,23:22:17,55324.9738079,HIP 13502,Scan map,red,High,false,1,2.49635995655,22,0.220034491969,0.00142829196889,3.90081924372,4.77311471236,0.141874755636,11.0011760038,12.4028932087
