OD,OBSID,AOR,Date,Time,ModJD,Target,OBSMODE,Filter,Gain,     Dithering,Repetitions,PA (deg),ApertureRadius ("),     Peak Flux (Jy/pix),Pixel rms (Jy/pix),     Flux (Jy),ApCorrFlux (Jy),     Photometric error (Jy),xFWHM ("),yFWHM (")
299,1342191894,Calibration_RPPhotFPG_1-RPPhotFPG_261B_cPS_blu_SAA-20+30_OD299_ni_HIP82912,2010-03-09,15:41:19,55264.6536921,HIP 82912,Point-source photometry,red,High,true,1,96.5332064621,22,0.0053358569524,0.000115670361694,1.05712941249,1.29352313869,0.00551906814273,12.6125387717,9.82347417221
274,1342190518,Calibration_RPPhotFPG_1-RPPhotFPG_261A_cPS_blu_SAA-20+30_OD274_ni_HIP82912,2010-02-12,01:08:40,55239.0476852,HIP 82912,Point-source photometry,red,High,true,1,92.7956040765,22,0.00608937172423,0.000130916395899,1.02579764488,1.25518500724,0.00624651379477,10.8306079865,9.73166843967
858,1342228890,ObsCal_RP_FPG_PPhot_Blue_cycle48_OD858_HIP82912,2011-09-18,23:44:07,55822.9889699,HIP 82912,Point-source photometry,red,High,true,1,277.681847651,22,0.00574675475286,9.5452579196e-05,1.00736978441,1.23263633569,0.00455440167445,12.0247982339,9.63912074825
1028,1342240681,ObsCal_RP_FPG_PPhot_Blue_cycle60_OD1028_HIP82912,2012-03-06,16:34:42,55992.6907639,HIP 82912,Point-source photometry,red,High,true,1,96.2349430414,22,0.00525445480121,9.53327419192e-05,0.959317370988,1.17383851217,0.0045486837871,12.6153158664,9.99167664
1034,1342241275,ObsCal_RP_FPG_PPhot_Blue_cycle61_OD1034_HIP82912,2012-03-13,04:16:48,55999.1783333,HIP 82912,Point-source photometry,red,High,true,1,97.1592912988,22,0.00552275210259,0.000125516852186,0.964949660985,1.18073028658,0.00598888124955,12.0047210712,9.86900392776
1201,1342250352,ObsCal_RP_FPG_PPhot_Blue_cycle73_OD1201_HIP82912_1,2012-08-27,14:27:38,56166.6025231,HIP 82912,Point-source photometry,red,High,true,1,274.784482271,22,0.00515509072551,0.000121973996899,0.982446836959,1.20214015534,0.0058198382945,12.451864664,10.0733496794
1201,1342250359,ObsCal_RP_FPG_PPhot_Blue_cycle73_OD1201_HIP82912_2,2012-08-27,15:33:51,56166.6485069,HIP 82912,Point-source photometry,red,High,true,1,274.790793509,22,0.00526912513043,0.000120487711384,0.926448815415,1.13361993849,0.00574892202073,11.836816497,9.99834338635
