MJD;F_vobs_blau[Jy];delta_F_vobs_blau[Jy];F_v0_blau;m_b;delta_m_b;F_vobs_rot[Jy];delta_F_vobs_rot[Jy];F_v0_rot;m_r;delta_m_r;m_b-m_r;delta_m_b-m_r
55165.5123727;3.5099250768;0.0054507056;0.7961;-1.6108255554;0.001686084;0.6939868081;0.005484748;0.15;-1.6631498901;0.0085808396;0.0523243347;0.0087449235
55420.6951042;3.5634209601;0.0056525418;0.7961;-1.6272487657;0.001722269;0.8199485087;0.0054331637;0.15;-1.8442383032;0.0071943329;0.2169895375;0.0073976102
55421.6940625;3.5593639257;0.0052248249;0.7961;-1.6260119265;0.0015937627;0.8268102536;0.0049163837;0.15;-1.853286487;0.0064560106;0.2272745605;0.0066498235
55790.5444097;3.860301413;0.0046905412;0.7961;-1.7141339797;0.0013192468;0.8668940066;0.0050719397;0.15;-1.9046868533;0.0063523205;0.1905528737;0.0064878647
55794.4853009;3.848826339;0.0051076398;0.7961;-1.7109017301;0.0014408417;0.8669961638;0.0046001405;0.15;-1.904814792;0.0057607395;0.1939130619;0.0059381937
55796.4723727;3.8773175012;0.0049709599;0.7961;-1.7189093538;0.0013919807;0.8790186253;0.0052437747;0.15;-1.9197670456;0.0064769459;0.2008576918;0.006624835
56145.6472801;3.746655072;0.00771102;0.7961;-1.6816902215;0.0022345622;0.7630819089;0.0428169391;0.15;-1.766199746;0.0609212464;0.0845095245;0.060962214
55797.5131829;3.912705084;0.004940806;0.7961;-1.7287737268;0.0013710238;0.8854061389;0.004360988;0.15;-1.9276281744;0.0053476957;0.1988544476;0.0055206481
